name,eissn,index,citations,jif2026,jif2025,quartile
Medieval Sermon Studies,1749-6276,ESCI,29,0.5,<0.1,N/A
PAPERS OF THE BIBLIOGRAPHICAL SOCIETY OF AMERICA,2377-6528,AHCI,220,0.5,,N/A
PHRONESIS-A JOURNAL FOR ANCIENT PHILOSOPHY,1568-5284,AHCI,967,0.5,0.5,N/A
Acta Historica Tallinnensia,1736-7476,AHCI,28,0.5,0.5,Q1
Contemporary Buddhism,1476-7953,AHCI,427,0.5,0.1,N/A
PHILOSOPHICAL FORUM,1467-9191,AHCI,216,0.5,0.2,N/A
Erasmus Studies,1874-9275,ESCI,32,0.5,<0.1,N/A
BIJDRAGEN TOT DE TAAL- LAND- EN VOLKENKUNDE,2213-4379,SSCI,370,0.5,,Q3
Revista de Historia Industrial,2385-3247,SSCI,174,0.5,0.5,Q4
Journal of International and Comparative Law,2313-3775,ESCI,111,0.5,0.2,Q3
Journal of Mathematics and Music,1745-9745,SCIE,92,0.5,,Q4
RILCE-Revista de Filologia Hispanica,2174-0917,AHCI,188,0.5,0.2,N/A
Studia Islamika,2355-6145,ESCI,122,0.5,0.3,N/A
Journal of Urban Culture Research,2408-1213,ESCI,130,0.5,,N/A
FONTES ARTIS MUSICAE,2471-156X,AHCI,60,0.5,<0.1,N/A
Global Journal Al-Thaqafah,2232-0482,ESCI,201,0.5,0.5,N/A
ETHNOHISTORY,1527-5477,SSCI,584,0.5,0.4,Q3
Journal of International Trade Law and Policy,2045-4376,ESCI,105,0.5,,Q3
Dinbilimleri Akademik Arastirma Dergisi-Journal of Academic Research in Religious Sciences,1303-9199,ESCI,122,0.5,0.1,N/A
East Central Europe,1876-3308,ESCI,98,0.5,0.3,Q1
RUSSIAN LINGUISTICS,1572-8714,AHCI,196,0.5,,N/A
Fontes Linguae Vasconum,2530-5832,ESCI,44,0.5,0.1,N/A
SOUTHEASTERN EUROPE,1876-3332,ESCI,99,0.5,0.3,Q3
Digital Humanities Quarterly,1938-4122,ESCI,591,0.5,,N/A
Metal Music Studies,2052-4005,ESCI,100,0.5,0.2,Q3
Tamkang Journal of Mathematics,2073-9826,ESCI,414,0.5,1.0,Q3
Journal of Chinese Cinemas,1750-807X,AHCI,208,0.5,0.4,N/A
MUSIC EDUCATORS JOURNAL,1945-0087,ESCI,433,0.5,0.3,Q4
World Competition,1875-8436,ESCI,155,0.5,,Q3
ANTHROPOLOGY OF CONSCIOUSNESS,1556-3537,ESCI,256,0.5,0.9,Q3
Global Environment,2053-7352,ESCI,155,0.5,0.4,Q4
PATTERNS OF PREJUDICE,1461-7331,SSCI,1086,0.5,,Q4
Hobbes Studies,1875-0257,ESCI,84,0.5,0.4,N/A
Law & Practice of International Courts and Tribunals,1571-8034,ESCI,135,0.5,,Q3
University of Western Australia Law Review,0042-0328,ESCI,107,0.5,0.2,Q3
JOURNAL OF FAMILY HISTORY,1552-5473,SSCI,555,0.5,0.5,Q3
PHILOSOPHICAL INVESTIGATIONS,1467-9205,AHCI,193,0.5,0.3,N/A
Anuario IEHS,2524-9339,ESCI,228,0.5,0.1,Q1
JOURNAL OF CHINESE PHILOSOPHY,1540-6253,AHCI,427,0.5,0.2,N/A
Access to Justice in Eastern Europe,2663-0583,ESCI,147,0.5,0.5,Q3
Canadian Journal American and Caribbean Studies,2333-1461,ESCI,152,0.5,0.5,N/A
International Journal of Intangible Heritage,1975-4019,AHCI,141,0.5,,N/A
JOURNAL OF VALUE INQUIRY,1573-0492,SSCI,598,0.5,0.5,Q4
Transactions of the London Mathematical Society,2052-4986,ESCI,51,0.5,,Q3
Culture Theory and Critique,1473-5776,ESCI,284,0.5,,N/A
Polis-Politicheskiye Issledovaniya,1684-0070,ESCI,514,0.5,,Q4
Conservar Patrimonio,2182-9942,ESCI,116,0.5,0.4,N/A
HISTORY AND PHILOSOPHY OF LOGIC,1464-5149,"AHCI, SCIE",276,0.5,,Q3
MIDDLE EAST JOURNAL,1940-3461,SSCI,900,0.5,1.1,Q3
THEORIA-REVISTA DE TEORIA HISTORIA Y FUNDAMENTOS DE LA CIENCIA,2171-679X,AHCI,1010,0.5,0.4,Q3
OSGOODE HALL LAW JOURNAL,0030-6185,ESCI,410,0.5,,Q3
AMERICAN SPEECH,1527-2133,AHCI,769,0.5,,N/A
Arts,2076-0752,ESCI,741,0.5,0.3,N/A
International Forum of Psychoanalysis,1651-2324,ESCI,198,0.5,0.4,Q2
JOURNAL OF ANALYTICAL PSYCHOLOGY,1468-5922,ESCI,411,0.5,0.3,Q2
Deleuze and Guattari Studies,2398-9785,AHCI,106,0.5,0.2,N/A
Interiors-Design Architecture Culture,2041-9120,AHCI,77,0.5,0.3,N/A
Journal of Religion and Popular Culture,1703-289X,ESCI,74,0.5,0.1,N/A
Law and Development Review,1943-3867,ESCI,159,0.5,,Q3
Review of Law & Economics,1555-5879,ESCI,226,0.5,0.4,Q3
Boletin de la Asociacion Internacional de Derecho Cooperativo-International Association of Cooperative Law Journal,2386-4893,ESCI,54,0.5,0.3,Q3
ICONARP International Journal of Architecture and Planning,2147-9380,ESCI,179,0.5,0.4,N/A
INTERNATIONAL JOURNAL OF NAUTICAL ARCHAEOLOGY,1095-9270,AHCI,510,0.5,0.6,N/A
Journal of International Humanitarian Legal Studies,1878-1527,ESCI,108,0.5,,Q3
Journal of Legal Studies Education,1744-1722,ESCI,76,0.5,<0.1,Q3
Journal of Philosophical Economics,1844-8208,ESCI,62,0.5,0.5,Q4
Revista Juridica Portucalense,2183-5705,ESCI,82,0.5,0.5,Q3
Africa Review,0974-4061,ESCI,115,0.5,0.5,Q3
Asian Journal of Law and Economics,2154-4611,ESCI,103,0.5,0.3,Q3
SIBERIAN MATHEMATICAL JOURNAL,1573-9260,SCIE,1630,0.5,,Q3
ARCHIVE FOR MATHEMATICAL LOGIC,1432-0665,SCIE,557,0.5,0.4,Q3
Resonancias,0719-5702,AHCI,68,0.5,0.3,N/A
Textile-Cloth and Culture,1751-8350,AHCI,268,0.5,0.3,N/A
ANGELAKI-JOURNAL OF THE THEORETICAL HUMANITIES,1469-2899,AHCI,654,0.5,0.3,N/A
Campus Virtuales,2255-1514,ESCI,202,0.5,1.0,Q4
Estudios Irlandeses,1699-311X,ESCI,86,0.5,0.5,N/A
EXPERIMENTAL MATHEMATICS,1944-950X,SCIE,1074,0.5,0.9,Q3
Journal of Private International Law,1757-8418,ESCI,179,0.5,0.5,Q3
STUF-Language Typology and Universals,2196-7148,ESCI,238,0.5,0.5,N/A
Annual of the British School at Athens,2045-2403,AHCI,421,0.5,,N/A
CANADIAN JOURNAL OF LINGUISTICS-REVUE CANADIENNE DE LINGUISTIQUE,1710-1115,AHCI,283,0.5,0.6,N/A
Disegnarecon,1828-5961,ESCI,130,0.5,0.3,N/A
Observar,1988-5105,ESCI,21,0.5,0.5,N/A
PUBLICATIONES MATHEMATICAE DEBRECEN,2064-2849,SCIE,1296,0.5,0.5,Q3
Revista Educacion,2215-2644,ESCI,345,0.5,0.5,Q4
Sakarya Universitesi Ilahiyat Fakultesi Dergisi-Journal of Sakarya University Faculty of Theology,1304-6535,ESCI,80,0.5,0.2,N/A
Translation and Translanguaging in Multilingual Contexts,2352-1813,ESCI,176,0.5,1.0,Q4
Vestnik Udmurtskogo Universiteta-Matematika Mekhanika Kompyuternye Nauki,2076-5959,ESCI,134,0.5,,Q3
Journal of Commutative Algebra,1939-2346,SCIE,297,0.5,0.6,Q3
PUBLICATIONS OF THE RESEARCH INSTITUTE FOR MATHEMATICAL SCIENCES,1663-4926,SCIE,1240,0.5,,Q3
Analysis Mathematica,1588-273X,SCIE,454,0.5,0.5,Q3
Economy of Region,2411-1406,ESCI,327,0.5,0.4,Q3
International Journal of Jungian Studies,1940-9060,ESCI,36,0.5,,Q2
Journal of Eastern Mediterranean Archaeology and Heritage Studies,2166-3556,ESCI,154,0.5,,N/A
OFIOLITI,N/A,SCIE,380,0.5,1.3,Q4
American Law and Economics Review,1465-7260,SSCI,409,0.5,,Q4
Asia Pacific Journal of Anthropology,1740-9314,SSCI,377,0.5,,Q3
Pragmatics,2406-4238,AHCI,1279,0.5,,N/A
Pragmatics and Society,1878-9722,AHCI,396,0.5,,N/A
Precision and Future Medicine,2508-7959,ESCI,220,0.5,3.0,Q3
Voice and Speech Review,2326-8271,ESCI,115,0.5,0.6,N/A
Age of Human Rights Journal,2340-9592,ESCI,78,0.5,0.4,Q3
Anthropological Forum,1469-2902,SSCI,380,0.5,,Q3
Asia-Pacific Economic History Review,2832-157X,SSCI,20,0.5,0.4,Q4
BULLETIN DE LA SOCIETE MATHEMATIQUE DE FRANCE,2102-622X,SCIE,1477,0.5,0.6,Q3
European Journal of Comparative Law and Governance,2213-4514,ESCI,84,0.5,0.4,Q3
GEOMETRIAE DEDICATA,1572-9168,SCIE,2067,0.5,0.5,Q3
Nordic Journal of Linguistics,1502-4717,AHCI,195,0.5,0.6,N/A
Public Law Review,1034-3024,ESCI,98,0.5,0.4,Q3
Revista Brasileira de Direito Processual Penal,2525-510X,ESCI,105,0.5,0.4,Q3
Southern African Business Review,1998-8125,ESCI,182,0.5,0.5,Q3
Transactions on Combinatorics,2251-8665,ESCI,139,0.5,,Q3
Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica,1844-0835,SCIE,344,0.5,,Q3
JOURNAL OF LEGAL MEDICINE,1521-057X,SSCI,197,0.5,,Q3
LAW AND PHILOSOPHY,1573-0522,SSCI,614,0.5,0.6,Q4
Post-Medieval Archaeology,1745-8137,AHCI,136,0.5,0.5,N/A
ACTA ARITHMETICA,1730-6264,SCIE,2453,0.5,0.4,Q3
International Journal of Arts Management,1480-8986,AHCI,376,0.5,,N/A
PHYSICS IN PERSPECTIVE,1422-6960,"SCIE, SSCI",108,0.5,0.6,Q3
STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA,1588-2896,SCIE,541,0.5,0.6,Q3
TOHOKU MATHEMATICAL JOURNAL,0040-8735,SCIE,1269,0.5,0.4,Q3
ANNALES SOCIETATIS GEOLOGORUM POLONIAE,0208-9068,SCIE,628,0.5,0.9,Q4
Asian-European Journal of Mathematics,1793-7183,ESCI,748,0.5,0.5,Q3
Bratislava Law Review,2644-6359,ESCI,44,0.5,0.3,Q3
European Review of Private Law,1875-8371,ESCI,245,0.5,0.4,Q3
Homology Homotopy and Applications,1532-0081,SCIE,489,0.5,0.5,Q3
Izvestiya Instituta Matematiki i Informatiki-Udmurtskogo Gosudarstvennogo Universiteta,2410-1737,ESCI,58,0.5,0.6,Q3
Journal of Homotopy and Related Structures,1512-2891,SCIE,185,0.5,0.5,Q3
MANUELLE MEDIZIN,1433-0466,ESCI,149,0.5,0.6,Q4
Notes on Number Theory and Discrete Mathematics,2367-8275,ESCI,257,0.5,0.6,Q3
Periodica Mathematica Hungarica,1588-2829,SCIE,698,0.5,0.5,Q3
ASIAN THEATRE JOURNAL,1527-2109,AHCI,175,0.5,0.3,N/A
HERPETOLOGICAL JOURNAL,0268-0130,SCIE,859,0.5,,Q4
OCEANIC LINGUISTICS,1527-9421,AHCI,328,0.5,0.5,N/A
Scriptura-International Journal of Bible Religion and Theology in Southern Africa,2305-445X,ESCI,211,0.5,0.3,N/A
Brumal-Research Journal on the Fantastic,2014-7910,ESCI,88,0.5,0.2,N/A
CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES,1496-4287,SCIE,1446,0.5,0.4,Q3
Estudios Atacamenos,0718-1043,SSCI,622,0.5,0.6,Q3
European Journal of East Asian Studies,1570-0615,ESCI,133,0.5,0.2,Q3
International Journal of Number Theory,1793-7310,SCIE,1055,0.5,0.4,Q3
JOURNAL OF ALGEBRA AND ITS APPLICATIONS,1793-6829,SCIE,2248,0.5,0.6,Q3
Notes and Records-The Royal Society Journal of the History of Science,1743-0178,"AHCI, SCIE",590,0.5,0.6,Q3
Australasian Journal of Combinatorics,2202-3518,ESCI,724,0.5,0.4,Q3
Childhood and Philosophy,1984-5987,ESCI,182,0.5,0.3,Q4
European Public Law,1875-8207,ESCI,192,0.5,0.4,Q3
JOURNAL OF FEMINIST FAMILY THERAPY,1540-4099,ESCI,308,0.5,1.0,Q4
Mathematics Enthusiast,1551-3440,ESCI,240,0.5,0.2,Q3
QUEENS LAW JOURNAL,0316-778X,ESCI,129,0.5,0.1,Q3
Archivum Mathematicum,1212-5059,ESCI,308,0.5,0.4,Q3
Croatian Yearbook of European Law & Policy,1845-5662,ESCI,53,0.5,0.5,Q3
JOURNAL OF LIE THEORY,0949-5932,SCIE,495,0.5,0.3,Q3
Journal of Nonlinear and Convex Analysis,1880-5221,SCIE,1106,0.5,0.5,Q3
JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY,2234-3008,SCIE,965,0.5,0.5,Q3
ORNITHOLOGICAL SCIENCE,1347-0558,SCIE,347,0.5,0.3,Q4
European Journal of Contemporary Education,2305-6746,ESCI,460,0.5,,Q4
Journal of Intellectual Disabilities and Offending Behaviour,2050-8832,ESCI,127,0.5,0.4,Q4
Journal of Mathematical Study,2617-8702,ESCI,150,0.5,0.4,Q3
Latin American and Caribbean Ethnic Studies,1744-2230,ESCI,356,0.5,1.0,Q4
Romanian Journal of European Affairs,1841-4273,ESCI,90,0.5,0.6,Q4
Acta et Commentationes Universitatis Tartuensis de Mathematica,2228-4699,ESCI,113,0.5,0.6,Q3
Arqueologia,1853-8126,AHCI,290,0.5,0.6,N/A
Bandung,2198-3534,ESCI,77,0.5,0.2,Q3
Egyptian Journal of Archaeological and Restoration Studies,2090-4940,ESCI,127,0.5,0.4,N/A
Isogloss Open Journal of Romance Linguistics,2385-4138,ESCI,155,0.5,0.4,N/A
Australian Journal of Administrative Law,1320-7105,ESCI,54,0.5,0.2,Q3
Denver Law Review,2469-6463,SSCI,141,0.5,,Q3
Film History,1553-3905,ESCI,415,0.5,0.1,N/A
Jordan Journal of Mathematics and Statistics,2227-5487,ESCI,165,0.5,0.3,Q3
Journal of Spanish Cultural Studies,1469-9818,"AHCI, SSCI",254,0.5,0.3,Q3
Southern African Linguistics and Applied Language Studies,1727-9461,AHCI,428,0.5,0.5,N/A
Studia Europejskie-Studies in European Affairs,2719-3780,ESCI,125,0.5,0.6,Q4
Studia Universitatis Babes-Bolyai Mathematica,2065-961X,ESCI,374,0.5,0.4,Q3
TOPOLOGY AND ITS APPLICATIONS,1879-3207,SCIE,3335,0.5,0.5,Q3
Asian Journal of WTO & International Health Law and Policy,N/A,SSCI,85,0.5,,Q4
AUSTRAL JOURNAL OF VETERINARY SCIENCES,0719-8132,SCIE,188,0.5,0.5,Q4
Early Popular Visual Culture,1746-0662,AHCI,222,0.5,0.1,N/A
HISTORIA MATHEMATICA,1090-249X,"AHCI, SCIE, SSCI",440,0.5,0.4,Q3
International Review of Pragmatics,1877-3109,ESCI,175,0.5,0.2,N/A
Sankhya-Series A-Mathematical Statistics and Probability,0976-8378,ESCI,862,0.5,0.5,Q4
AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS,1467-842X,SCIE,777,0.5,,Q4
Comparative Legal History,2049-6788,ESCI,69,0.5,0.5,Q3
IDS BULLETIN-INSTITUTE OF DEVELOPMENT STUDIES,1759-5436,SSCI,1323,0.5,0.6,Q3
Journal of Dynamical Systems and Geometric Theories,2169-0057,ESCI,99,0.5,0.2,Q3
Proceedings of the Romanian Academy Series A-Mathematics Physics Technical Sciences Information Science,1454-9069,SCIE,258,0.5,1.0,Q4
SKASE Journal of Theoretical Linguistics,1336-782X,ESCI,85,0.5,0.4,N/A
Ufa Mathematical Journal,2304-0122,ESCI,170,0.5,0.4,Q3
University of Bologna Law Review,2531-6133,ESCI,42,0.5,0.3,Q3
Advances in Group Theory and Applications,2499-1287,ESCI,58,0.5,0.2,Q3
AMERICAN MATHEMATICAL MONTHLY,1930-0972,SCIE,5343,0.5,0.4,Q3
Artnodes,1695-5951,ESCI,141,0.5,0.4,N/A
Cuadernos Info,0719-367X,ESCI,224,0.5,,Q4
Journal of the History of the Neurosciences,1744-5213,SCIE,341,0.5,0.5,Q3
PAEDAGOGICA HISTORICA,1477-674X,SSCI,622,0.5,0.3,Q4
Philologia Hispalensis,2253-8321,ESCI,129,0.5,0.1,N/A
Psicologia Sociale,2612-2006,ESCI,136,0.5,,Q4
South African Review of Sociology,2072-1978,ESCI,288,0.5,0.6,Q4
European Journal of Pediatric Surgery Reports,2194-7627,ESCI,131,0.5,,Q4
LATIN AMERICAN MUSIC REVIEW-REVISTA DE MUSICA LATINOAMERICANA,1536-0199,AHCI,98,0.5,0.3,N/A
REVISTA DE LA ACADEMIA COLOMBIANA DE CIENCIAS EXACTAS FISICAS Y NATURALES,2382-4980,ESCI,628,0.5,0.5,Q4
AMERICAN JOURNAL OF CLINICAL HYPNOSIS,2160-0562,SSCI,508,0.5,1.2,Q4
Archeologicke Rozhledy,N/A,AHCI,235,0.5,0.5,N/A
BULLETIN OF INSECTOLOGY,2283-0332,SCIE,893,0.5,0.9,Q4
CHILD WELFARE,N/A,SSCI,1116,0.5,0.6,Q4
HOPOS-The Journal of the International Society for the History of Philosophy of Science,2156-6240,ESCI,185,0.5,0.4,Q3
Journal of Classical Sociology,1741-2897,ESCI,472,0.5,0.6,Q4
Journal of East Asia and International Law,1976-9229,ESCI,94,0.5,0.2,Q3
KINDHEIT UND ENTWICKLUNG,2190-6246,SSCI,219,0.5,0.4,Q4
Media Literacy and Academic Research,2585-9188,ESCI,82,0.5,,Q4
ARCHIV FUR MOLLUSKENKUNDE,2367-0622,SCIE,276,0.5,0.6,Q4
Discrete Mathematics and Applications,1569-3929,ESCI,248,0.5,0.3,Q4
DREAMING,1573-3351,SSCI,528,0.5,1.1,Q4
Electronic Journal of Applied Statistical Analysis,2070-5948,ESCI,321,0.5,,Q4
JOURNAL OF ZOO AND WILDLIFE MEDICINE,1937-2825,SCIE,2544,0.5,,Q4
Language Documentation & Conservation,1934-5275,ESCI,313,0.5,,N/A
Neo-Victorian Studies,1757-9481,ESCI,59,0.5,<0.1,N/A
Regionologiya-Regionology Russian Journal of Regional Studies,2587-8549,ESCI,70,0.5,0.4,Q3
Socialine Teorija Empirija Politika ir Praktika,2345-0266,ESCI,43,0.5,0.3,Q4
St Petersburg Mathematical Journal,1547-7371,SCIE,816,0.5,0.6,Q3
Case Reports in Pediatrics,2090-6811,ESCI,491,0.5,0.5,Q4
Christian Higher Education,1539-4107,ESCI,164,0.5,0.5,Q4
Journal of Forensic Practice,2050-8808,ESCI,260,0.5,0.4,Q4
Law and Humanities,1752-1491,ESCI,108,0.5,0.2,Q3
Parallax,1460-700X,"AHCI, SSCI",649,0.5,0.1,Q3
Publications de l Institut Mathematique-Beograd,0350-1302,ESCI,399,0.5,0.5,Q3
REVUE SUISSE DE ZOOLOGIE,0035-418X,SCIE,1021,0.5,0.5,Q4
Statistics & Risk Modeling,2196-7040,ESCI,168,0.5,0.9,Q4
Acta Crystallographica Section E-Crystallographic Communications,2056-9890,ESCI,4070,0.5,0.6,Q4
ACTA ZOOLOGICA BULGARICA,N/A,SCIE,754,0.5,0.5,Q4
Archaeology Ethnology and Anthropology of Eurasia,1531-832X,ESCI,418,0.5,0.3,Q3
Congress & The Presidency-A Journal of Capital Studies,1944-1053,ESCI,114,0.5,,Q4
INDOGERMANISCHE FORSCHUNGEN,1613-0405,AHCI,133,0.5,0.3,N/A
INRAE Productions Animales,2824-3633,SCIE,314,0.5,0.5,Q4
ISJ-Invertebrate Survival Journal,N/A,SCIE,451,0.5,,Q4
Journal of Applied Mathematics & Informatics,2234-8417,ESCI,328,0.5,0.3,Q4
Peace Review-A Journal of Social Justice,1469-9982,ESCI,550,0.5,0.5,Q4
Revista de Investigacion en Educacion,2172-3427,ESCI,89,0.5,,Q4
RLA-Revista de Linguistica Teorica y Aplicada,0718-4883,AHCI,144,0.5,0.5,N/A
THEORY OF PROBABILITY AND ITS APPLICATIONS,1095-7219,SCIE,1868,0.5,0.6,Q4
Forum-Revue Internationale d Interpretation et de Traduction-International Journal of Interpretation and Translation,2451-909X,ESCI,83,0.5,0.1,N/A
Historia Ciencias Saude-Manguinhos,1678-4758,AHCI,618,0.5,0.3,Q3
International Journal of Asia Pacific Studies,1823-6243,ESCI,118,0.5,0.4,Q3
Journal of Applied Journalism & Media Studies,2049-9531,ESCI,165,0.5,0.4,Q4
SCANDINAVIAN STUDIES,2163-8195,AHCI,374,0.5,0.5,N/A
Discrete Mathematics Algorithms and Applications,1793-8317,ESCI,699,0.5,0.4,Q4
JOURNAL OF MEDICAL PRIMATOLOGY,1600-0684,SCIE,899,0.5,0.5,Q4
Obrazovanie i Nauka-Education and Science,2310-5828,ESCI,214,0.5,0.5,Q4
Recht & Psychiatrie,N/A,SSCI,64,0.5,,Q4
American Journal of Play,1938-0402,ESCI,445,0.5,0.5,Q3
Changing Societies & Personalities,2587-8964,ESCI,125,0.5,0.4,Q4
ENVIRONMENTAL ETHICS,2153-7895,SSCI,620,0.5,1.1,Q4
Journal of Medical Cases,1923-4163,ESCI,409,0.5,,Q3
PSYCHOLOGIA,1347-5916,SSCI,422,0.5,0.5,Q4
Vestnik Mezhdunarodnykh Organizatsii-International Organisations Research Journal,1996-7845,ESCI,210,0.5,0.3,Q4
Africa Education Review,1753-5921,ESCI,338,0.5,0.5,Q4
Annales de Chirurgie Plastique Esthetique,1768-319X,SCIE,788,0.5,0.5,Q4
ARCADIA,1613-0642,AHCI,127,0.5,0.2,N/A
Canadian Journal for the Scholarship of Teaching and Learning,1918-2902,ESCI,252,0.5,0.5,Q4
Communicatio-South African Journal for Communication Theory and Research,1753-5379,ESCI,194,0.5,0.4,Q4
Girlhood Studies-An Interdisciplinary Journal,1938-8322,ESCI,296,0.5,0.6,Q3
Journal of Cognition and Culture,1568-5373,ESCI,563,0.5,,Q4
Journal of Measurement and Evaluation in Education and Psychology-EPOD,1309-6575,ESCI,307,0.5,0.6,Q4
Malaysian Journal of Economic Studies,1511-4554,ESCI,131,0.5,0.6,Q4
ODONATOLOGICA,0375-0183,SCIE,380,0.5,0.4,Q4
Random Operators and Stochastic Equations,1569-397X,ESCI,179,0.5,0.3,Q4
Sociologiceskoe Obozrenie,1728-1938,ESCI,180,0.5,0.3,Q4
Theory of Probability and Mathematical Statistics,1547-7363,ESCI,129,0.5,0.6,Q4
Voprosy Obrazovaniya-Educational Studies Moscow,1814-9545,ESCI,222,0.5,0.5,Q4
Acta Clinica Croatica,1333-9451,SCIE,1703,0.5,,Q3
Archivos Argentinos de Pediatria,1668-3501,SCIE,1294,0.5,0.5,Q4
Asia Pacific Scholar,2424-9270,ESCI,153,0.5,0.5,Q4
ASTERISQUE,2492-5926,SCIE,1719,0.5,0.5,Q3
Biomolecular NMR Assignments,1874-270X,SCIE,350,0.5,0.6,Q4
Brazilian Journalism Research,1981-9854,ESCI,180,0.5,0.6,Q4
Commonwealth Journal of Local Governance,1836-0394,ESCI,114,0.5,,Q4
CRYSTALLOGRAPHY REPORTS,1562-689X,SCIE,2060,0.5,0.5,Q4
Cuadernos Europeos de Deusto,2445-3587,ESCI,52,0.5,0.4,Q4
Diaspora Studies,0976-3457,ESCI,105,0.5,0.5,Q4
Information Resources Management Journal,1533-7979,ESCI,355,0.5,0.9,Q3
Journal of Hand Surgery-Asian-Pacific Volume,2424-8363,ESCI,869,0.5,0.5,Q4
Nashim-A Journal of Jewish Womens Studies & Gender Issues,1565-5288,ESCI,160,0.5,0.1,N/A
PHARMACY EDUCATION,1477-2701,ESCI,620,0.5,0.5,Q4
PHYSICAL & OCCUPATIONAL THERAPY IN GERIATRICS,1541-3152,ESCI,394,0.5,0.5,Q4
Psikhologicheskaya Nauka i Obrazovanie-Psychological Science and Education,2311-7273,ESCI,267,0.5,,Q4
Revista Iberoamericana de Diagnostico y Evaluacion-e Avaliacao Psicologica,2183-6051,SSCI,388,0.5,,Q4
Studies in Language Assessment,2653-5335,ESCI,31,0.5,0.6,Q3
TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,2204-0293,SCIE,470,0.5,,Q4
Bulletin de la Societe Prehistorique Francaise,1760-7361,ESCI,349,0.5,0.4,N/A
Bulletin of the Hospital for Joint Diseases,2328-5273,ESCI,855,0.5,0.5,Q4
Education for Health,1469-5804,ESCI,770,0.5,,Q4
Electronic Government- an International Journal,1740-7508,ESCI,118,0.5,,Q3
Galactica Media-Journal of Media Studies - Galaktika Media-Zhurnal Media Issledovanij,2658-7734,ESCI,97,0.5,0.3,Q4
Independent Journal of Teaching and Learning,1818-9687,ESCI,105,0.5,0.6,Q4
Indian Journal of Otolaryngology and Head & Neck Surgery,0973-7707,ESCI,3902,0.5,0.4,Q4
Indo-European Linguistics,2212-5892,ESCI,38,0.5,0.5,N/A
INTERNATIONAL JOURNAL OF AMERICAN LINGUISTICS,1545-7001,AHCI,566,0.5,0.2,N/A
International Journal of Continuing Engineering Education and Life-Long Learning,1741-5055,ESCI,187,0.5,0.4,Q4
Journal of Research in Education Sciences,2073-753X,ESCI,132,0.5,0.5,Q4
Journal of Surgical Case Reports,2042-8812,ESCI,2380,0.5,0.5,Q4
LINGUA E STILE,0024-385X,AHCI,80,0.5,0.2,N/A
MEDICINA DELLO SPORT,1827-1863,SCIE,264,0.5,0.6,Q3
NEUROCASE,1465-3656,SCIE,1076,0.5,,Q4
Problems of Atomic Science and Technology,1562-6016,ESCI,738,0.5,0.6,Q4
REVISTA DE LA SOCIEDAD ENTOMOLOGICA ARGENTINA,1851-7471,SCIE,462,0.5,0.5,Q4
Surgical Techniques Development,2038-9582,ESCI,42,0.5,0.3,Q4
VETERINARSKI ARHIV,1331-8055,SCIE,734,0.5,0.3,Q4
ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA,1678-4162,SCIE,1910,0.5,0.5,Q4
Canadian Journal of Communication,1499-6642,ESCI,648,0.5,0.5,Q4
Clinical Psychology and Special Education,2304-0394,ESCI,173,0.5,0.6,Q4
Contagion-Journal of Violence Mimesis and Culture,1930-1200,ESCI,67,0.5,0.4,N/A
CULTURAL DYNAMICS,1461-7048,ESCI,384,0.5,0.4,Q3
Economic and Environmental Geology,2288-7962,ESCI,344,0.5,0.3,Q4
ELIA-Estudios de Linguistica Inglesa Aplicada,2253-8283,ESCI,91,0.5,,Q3
Fruhe Bildung,2191-9194,ESCI,107,0.5,0.4,Q4
Indian Journal of Gender Studies,0973-0672,SSCI,394,0.5,0.3,Q4
International Journal of Medical Toxicology and Forensic Medicine,2251-8770,ESCI,167,0.5,0.5,Q4
International Journal of Whole Schooling,1710-2146,ESCI,159,0.5,0.2,Q4
JOURNAL OF AVIAN MEDICINE AND SURGERY,1938-2871,SCIE,733,0.5,0.5,Q4
Journal of Cardiovascular Emergencies,2457-550X,ESCI,43,0.5,,Q4
Journal of Practical Ethics,2051-655X,ESCI,80,0.5,0.6,Q4
Konsultativnaya Psikhologiya i Psikhoterapiya-Counseling Psychology and Psychotherapy,2311-9446,ESCI,162,0.5,0.6,Q4
Management,1286-4692,ESCI,947,0.5,1.9,Q4
Pesquisa Brasileira em Odontopediatria e Clinica Integrada,1983-4632,ESCI,608,0.5,0.4,Q4
Redes,1579-0185,ESCI,92,0.5,,Q3
VETERINARIA MEXICO,2448-6760,SCIE,232,0.5,0.5,Q4
AMERICAN FERN JOURNAL,1938-422X,SCIE,529,0.5,,Q4
ANASTHESIOLOGIE INTENSIVMEDIZIN NOTFALLMEDIZIN SCHMERZTHERAPIE,1439-1074,SCIE,411,0.5,,Q4
Colombian Applied Linguistics Journal,2248-7085,ESCI,208,0.5,0.5,Q3
Diasporas-Histoire et Societes,1637-5823,AHCI,33,0.5,<0.1,Q1
Documents d Analisi Geografica,2014-4512,ESCI,329,0.5,,Q4
